Dollys,NZfour,"September 29, 2013","A family meal with danes and kiwis - superb fried pork, potatoes and parsley sauce - as danish as it gets. Lovely surroundings, great atmosphere and friendly and smily staff. GREAT.",4,Horsens
Dollys,AndyLFC_9,"June 11, 2013","Family meal out, British and Danish mix, including three year old who was treated as a little queen!
The fried pork and parsley sauce meal was enormous, superb, fresh, and perfection. Two of us had the mixed seafood, again excellent.
Red beer on draught just...More",4,Horsens
Dollys,freqtrav17,"May 27, 2013","I spent a week on business in Horsens and this was definitely my best meal. Solid Danish food, generous proportions and really nice flavors.
On the down side, place has the ambience of a cafeteria at best.
The service was indifferent, as is par for...More",4,Horsens
Dollys,Scott G,"November 24, 2012","used to be good, but I dont like the new place. They are too busy now and the service is very bad. I prefere some of the other places down town!",1,Horsens
Dollys,doppios,"November 28, 2011","Atmospheric restaurant in 200 year ld refurbished building previously used as a dockworkers meeting place. Makes a big play of its authentically Danish cuisine, which means lots of pork! Main dishes were all meat (pork, chicken, steak and so on) and one fish dish (boiled...More",3,Horsens
Cafe Gran,Helle_C7100,29. oktober 2021,Skøn mad i dejlige omgivelser. En virkelig hyggelig café med god betjening og virkelig dejlig mad. Kan klart anbefales 👍🏻👍🏻,5,Horsens
Cafe Gran,Mbergx1,12. oktober 2021,Super fedt interiør! Og god brunch på en hverdag. - især en mega lækker kyllingesalat! Samt hurtig og venlig betjening.,4,Horsens
Cafe Gran,Lausen-Marcher,6. september 2021,"God Gran burger med de bedste fritter jeg har fået længe, min kone fik 2 stk. smørrebrød som var flotte anlagt og smagte heldig godt. Det hele i dejligt miljø",4,Horsens
Cafe Gran,Michael K,28. juli 2021,"Vi faldt over dette sted ved et tilfælde. Dejlig og imødekommende betjening, fantastisk mad og generelt bare en virkelig god oplevelse. Kan klart anbefales!",5,Horsens
Cafe Gran,Kristian P,17. juli 2021,"Virkelig et fint sted med gode faciliteter, lækker mad og en rigtig god betjening. 😁 Helt sikkert en anbefaling værd. 😎",5,Horsens
Cafe Gran,R5745BUmartins,3. juni 2021,Rigtig sød og hjælpsom betjenin ,5,Horsens
Cafe Gran,193flss,30. maj 2021,Jeg holdt fødselsdag på café Gran. 15 mæn ,5,Horsens
Cafe Gran,218EG,16. maj 2021,"Virkelig skøn 3 retters middag med venner Rømørejer m asparges og bearnaiseskum Pighvar tilberedt i særklasse og dejlige desserter, samt skønne forskellige øl fra Royal Unibrew hanen og velsmagende portvin - mums ",5,Horsens
Cafe Gran,Heidi J,5. maj 2021,"Har tidligere været på Gran og det var ok. I dag valgte jeg stedet til frokost. Bestilte bord 30 min i forvejen jvf coronaregler og fik hurtigt bestilt kyllingesalat og en stor Pepsi Max. Der gik ca. 20 min inden colaen kom og den er ikke stor til den pris. Yderligere 20 min. senere kom salaten og noget af salatblandingen skulle have været sorteret fra. Fint at man går ind for at reducere madspild, men det her ødelagde oplevelsen. Føj  ",2,Horsens
Cafe Gran,HLhillerod,27. april 2021,"Maden velsmagende med et tvist.
Vi har både sidst frokost og aftensmad.
Smørrebrød virkeligt godt.
Aftensmaden fin til prisen.
Betjeningen har endnu ikke styr på detaljerne, pga Corona pause?",3,Horsens
Cafe Gran,alfabase,"November 19, 2017","A short stop-over a Saturday morning, and they served the best cappuccino. I have had for years. Used good coffee, and the cream on top was delicious.",5,Horsens
Cafe Gran,Tina_TWTP,"November 5, 2017","We’ve been there several times for brunch. There’s always full of people, very popular! Both food and service are good. They have special discount for brunch during Mon. to Sat., highly recommended!",5,Horsens
Cafe Gran,markusw960,"October 6, 2017",The coffee is quite good and more important the chairs make you feel lazy and comfortable. My preferred place to get a coffee and meet in Horsens.,4,Horsens
Cafe Gran,bredd1,"September 22, 2017",We came due to good reviews. The staff are the best and the food matches the great service. We only stayed in Horsens 2 nights and had dinner at Cafe Gran both nights. If we were staying 5 nights we would having dinner there 5...More,5,Horsens
Cafe Gran,KarinF153,"August 6, 2017",Stopped in Horsens for lunch and went down a cosy street. Ended up at this place and hade really great food. Three adults and two kids - all very satisfied!,4,Horsens
Cafe Gran,chris l,"July 31, 2017","Stumbled upon Cafe Gran when we could not get a table at the location we had hoped to. We chose to go for the simple burgers on the menu and we were not left disappointed,
very good 'gourmet burger' style burgers and the children's burgers...More",5,Horsens
Cafe Gran,elRolfo,"July 24, 2017","The cafe is located in a small pedestrian street with relaxed atmosphere. Outside seating is cosy with blankets and patio heaters if it gets chilly. Traditional Danish breakfast, brunch and lunch menu with recommendable food! A small letdown for a bacon lover like myself was...More",5,Horsens
Cafe Gran,frederich308,"July 16, 2017","We were looking for a nice place to brunch, since we didn't like the breakfast at our hotel that much. We loved it here, the coffee was very good. The brunch was amazing.",5,Horsens
Cafe Gran,Xenia N,"April 27, 2017","The croutons on the ceasar salad was so hard I couldnt eat them - after bringing the salad back to the chef, I was told they were exactly as they should be. The parmesan cheese was so old it had spots on it. Nevertheless I...More",1,Horsens
Cafe Gran,tukal2017,"February 7, 2017","Whether it's breakfast, lunch or dinner, a quick cappuccino or a pint with a friend, GRaN is a laid back, informal and reasonably priced restaurant. They take a great deal of pride in their menu and general quality of the food they serve, so visiting...More",5,Horsens
Cafe Gran,mrmarktwain,"November 29, 2016",My burger was undercooked and the staff just sat talking to each other and not paying attention at all.,1,Horsens
Cafe Gran,joachimb513,"September 25, 2016","Food was good, although the fries I received with my burger were a little cold. Other then that, the food was very good and reasonably priced. Service was slow, as seems to be typical in Denmark in general. Friendly staff, once they showed up.",5,Horsens
Cafe Gran,Anamaria P,"March 20, 2016","went there yesterday with a friend for coffees and a sodas; she went and ordered, specifying we're staying out. After 15 min nobody came with our ordered, so she went back inside asking about it. The bartender told her he'd come immediately, which never happened....More",1,Horsens
Cafe Gran,Anoop V,"March 12, 2016","Was at Cafe Gran with two colleagues for a late lunch. Lovely restaurant with very interesting decor. Great service and good food.

Will visit again. Could be a good option for business lunches and special occasions.",4,Horsens
Cafe Gran,thomasdU1882AP,"January 5, 2016","Me and a friend had a brunch here, and the food itself was straight 4 stars. But that doesnt justify the lack of quantity. I actually called out the kitchen, asking if they were for real about the amount of food served - it turned...More",2,Horsens
Cafe Gran,karinn654,"December 18, 2015","Great food, pub like service where you need to fight for getting service. Guest ordering full course menu are downrated versus drinking parties.  Food a mix of traditional danish, french/spanish is good and well done but needs a cutting edge.",2,Horsens
Cafe Gran,springbank,"September 6, 2015",Drop by strolling through the streets. Need a coop of coffee and got a good one. A cosy inside seating. Friendly staff and quick too.,3,Horsens
Cafe Gran,hallercf,"June 29, 2015","Stopped by when passing through and found cafe gran by several people eating there.  Salmon salad was excellent, burger and fries also top notch.  No complaints.",5,Horsens
Cafe Gran,297MarieA,"May 5, 2015","It is so nice to be able to have your breakfast or brunch before all the shops open. Café Gran opens at 9 am. Have been there several times now and the food is great and the service is high. The breakfast, though small, is...More",4,Horsens
Cafe Gran,Henrik Kjærgaar... C,"January 3, 2014","I have been there a couple of times and usually the food is good, and the service is very good. 
However, last time my girlfriend and I had the fish plate for our main course and this war unfortunately a disappointment. Way too much salt,...More",3,Horsens
Cafe Gran,freqtrav17,"May 27, 2013","The brunch is absolutely fabulous. Worth a trip to Horsens just for that! Dinner was more average, nothing to write home about. The place is very cosy and tends to be busy during the dinner hour (which is pretty early, 6-7 or so).",4,Horsens
Cafe Gran,Michael Halkjær J,"April 8, 2013","I live in Horsens and must have tried out every restaurant and café in the city. 
Café Gran is without doubt my favourite place for lunch and dinner... Cool place and great live music in the weekends.",5,Horsens
Cafe Gran,Ktonder,"February 15, 2013","The food is great, the atmosphere is fantastic, great music. Whether you come in for brunch or food to share with the table, there's multiple great choices on the menu.",5,Horsens
Cafe Gran,Scott G,"November 24, 2012",had a burger. The bun was too dry. The meat wasnt fresh. It was very expensive. Service was bad. wont come agian. Often visit Horsens for buisnes. Will recomend one of the other places in the area.,1,Horsens
Cafe Gran,Flemming B,"September 19, 2012","I often go here for lunch, dinner, a snack or a drink. Very friendly staff, excellent food, good music. Don't go there - I want it for myself :-)",5,Horsens
Kamii SuShi Horsens,danielsV3506IS,18. september 2021,"Min kæreste og jeg fik nogle super lækre mørbradsbøffer og en lækker dessert. 
 Klart et besøg værd! :-)",5,Horsens
Kamii SuShi Horsens,JohnnyDonner,21. august 2021,Vi er to par som besøger restauranten. Vi bestiller rødvin men bliver præsenteret for hvidvin? Efterfølgende siger de at den rødvin vi bestilte er ikke på lager selvom at den er i deres vinkort? Vi bestiller alle fire to retters menu altså forret og hovedret. Forretten var god men hovedretten som var bøffer/steaks var elendige og fyldt med fedt og sener. Vi måtte også bede om bestik flere gange. Personalet var fuldstændig stressede. På den restaurant skal man nok ikke bestille bøf/steaks. Der var ingen refusion for det elendige kød vi fik bare at vide at det nok havde været bedre at bestille Sushi.,1,Horsens
Kamii SuShi Horsens,Elskermad66,16. marts 2021,"Efter at været trofaste og tilfredse kunder i mange år, fik vi for første gang nogle stykker, der smagte decideret dårligt. Vi frygtede madforgiftning, men det blev ved den dårlige smag. Vi henvendte os på mail, og til trods for at Kamii beklagede den dårlige tun og ville tage det op med leverandøren, blev vi ikke tilbudt erstatning af nogen art. Blot en beklagelse. Dårlig stil, skuffende og ikke med til, at vi glemmer denne oplevelse og genopretter tilliden ",1,Horsens
Kamii SuShi Horsens,mariakJ8852AE,5. oktober 2020,Vi bestilte takeaway herfra og det var super lækker sushi af meget høj kvalitet. Dog til den dyre side.,5,Horsens
Kamii SuShi Horsens,Pernillepihem,4. september 2020,"Super lækker sushi. Råvarerne er gennemtænkt og i orden, det samme er betjeningen og rammerne. Deres take away fungere super godt, priserne er dog lidt høje.",4,Horsens
Kamii SuShi Horsens,BirgitteA685,28. august 2020,"Vi har tidligere, med, stor succes, spist på Kamii. For første gang bestilte vi take away. Det var simpelthen for dyrt for det vi fik. Stykkerne er nok de mindste uramaki vi har fået.",2,Horsens
Kamii SuShi Horsens,918JanC,8. august 2020,"Været her et par gange og ""kun"" smagt deres uramaki og super uramaki som bestemt kun kan anbefal ",4,Horsens
Kamii SuShi Horsens,surebertha,26. juli 2020,"Forretten var udemærket. Men der var så meget avocado i sushien til hovedretten, at det hele smagte ens. Derudover skal vi fremadrettet møde op i beskidt arbejdstøj på Kammi Sushi Horsens hvis der skal spises bøf, eftersom at min kærestes t-shirt og shorts er ødelagt af at blive sprøjtet ind i fedt fra serveringen. Det er en ommer vi ikke behøver at gentage...",1,Horsens
Kamii SuShi Horsens,170nielsc,4. juni 2020,"på deres hjemmeside reklamere de med all you can eat. det står som pr. person dog viser det sig at Man skal være 2 (min kærste spiser ikke shusiog jeg elsker det) men denne information så hverken på deres hjemmeside elle bliver pointeret, da jeg ringer og bestiller bor og de spørg ind til hva vi skal have og spis ",2,Horsens
